jtk 0 5
CP_ENG 0 9
CP_ENG 0 29
jtk 0 53
joe 0 44
joe 0 28
YES 0 32
CP_ENG 0 44
joe 0 53
joe 1 13
joe 0 17
joe 0 37
joe 1 3
joe 1 17
Joe 0 9
jtk 0 9
CP_ENG 0 6
hey 0 9
